opponent,date_time,site,home_score,away_score,bTenOpp,w_L,box_score_link,teamID
University of Indianapolis,2019-02-23 13:00:00,Home,5,0,Non-conference,W, ,4
Valparaiso,2019-02-23 13:00:00,Home,4,1,Non-conference,W, ,4
